id	score	topic	answer	problem_preview
514	0.333333	algebra	99	In a small town, there are 100 houses numbered from 1 to 100. Each house owner has a unique number of pets, ranging from 0 to 100. The total number of pets in the town is exactly 5050. If the sum of the house numbers of the houses with an ...
515	0.555556	number_theory	195	Find the smallest positive integer \( n \) such that \( n \) is a multiple of \( 15 \) and the sum of its digits is equal to \( 15 \).
516	0.555556	geometry	0	Consider a function $f : \mathbb{N} \to \mathbb{N}$ defined by $f(n) = n^2 + n + 1$. Find the number of positive integers $n \leq 1000$ such that $f(n)$ is a perfect square.
517	0.666667	number_theory	2023	A sequence of positive integers \(a_1, a_2, a_3, \ldots, a_n\) is defined as follows: \(a_1 = 1\), \(a_2 = 2\), and for \(n \geq 3\), \(a_n\) is the smallest positive integer not among \(a_1, a_2, \ldots, a_{n-1}\) such that \(a_n\) is rel...
518	0.750000	geometry	\angle APQ = \angle AQP	Let $ABC$ be a triangle with circumcircle $\omega$. Let $D$ be a point on the arc $BC$ not containing $A$ in $\omega$. The tangents to $\omega$ at $B$ and $D$ intersect at $E$. If $P$ and $Q$ are the feet of the perpendiculars from $A$ to ...
519	0.444444	geometry	1	A circle is inscribed in a square with side length 2. Points A, B, and C are the midpoints of three consecutive sides of the square, starting from the top left corner. What is the area of the triangle formed by connecting points A, B, and ...
520	0.777778	other	0	In a magical kingdom, there are three types of coins: gold, silver, and bronze. A gold coin is worth 7 silver coins, and a silver coin is worth 11 bronze coins. A wizard needs to purchase a potion that costs 385 bronze coins. He has 5 gold...
521	0.333333	number_theory	3	What is the smallest positive integer \( n \) such that the polynomial \( x^n + x + 1 \) has exactly three distinct real roots?
522	0.555556	geometry	2, 3	Find all positive integers \( n \) such that \( n^2 - 5n + 6 \) is a perfect square.
523	0.444444	geometry	4	In the coordinate plane, consider the points $A(0,0)$, $B(4,0)$, and $C(0,3)$. Let $D$ be a point on segment $BC$ such that $BD:DC = 2:1$. Line $AD$ is extended to meet the x-axis at point $E$. Find the length of segment $BE$.
524	0.444444	geometry	0	In the complex plane, let $A$, $B$, and $C$ be the vertices of an equilateral triangle with side length $4$. Let $D$ be the point on the real axis such that $AD$ is perpendicular to $AB$. If $z$ is a complex number such that $z^2 + 16$ has...
525	0.500000	combinatorics	0.242	There are 5 red balls, 3 blue balls, and 4 green balls in a bag. If you randomly draw 4 balls without replacement, what is the probability that you will draw exactly 2 red balls, 1 blue ball, and 1 green ball? (Round your answer to the nea...
526	0.444444	number_theory	101	In the sequence of positive integers, each term after the first is defined as the smallest prime number greater than the previous term, but only if that prime is not already in the sequence. If the sequence starts with 1 and continues unti...
527	0.555556	number_theory	70	A sequence of numbers is defined recursively as follows: \(a_1 = 1\) and for all \(n \geq 2\), \(a_n = a_{n-1} + n^2\). What is the remainder when \(a_{20}\) is divided by 100?
528	0.333333	other	10	在一个笼子里，有鸡和兔子共 \( 36 \) 只，共有脚 \( 92 \) 只。求笼子里有多少只鸡，多少只兔子？
529	0.555556	number_theory	11	Let \( S \) be the set of all natural numbers \( n \) such that there exists a positive integer \( k \) for which \( n \) divides \( k^k - 1 \). Determine the smallest element of \( S \) that is greater than 10.
530	0.777778	number_theory	(1, 1)	Find all pairs of positive integers $(a, b)$ such that $a^2 + b^2 = a^3b + ab^3$.
531	0.444444	logic_puzzle	24	In the land of Mathoria, a magical garden grows enchanted flowers that multiply in a peculiar way. Each day, every flower doubles its number. On the first day of spring, there were 3 flowers. On the second day, there were 6 flowers, and so...
532	0.555556	geometry	400 - 106.25\pi	A circle with radius 10 is inscribed in a square. A smaller circle is inscribed in one of the right triangles formed by the square and the larger circle. If the radius of the smaller circle is one-quarter of the radius of the larger circle...
533	0.555556	geometry	7	In the plane, a set of points is given such that every three points form a triangle with an area of at least 1. What is the maximum number of points that can be placed in the plane such that the distance between any two points is at least ...
534	0.333333	other	\frac{4^{1012} - 1}{3}	在一个无限的数列中，数列的第一项为1，从第二项开始，每一项都是其前一项的两倍。现在我们考虑所有位于数列前2023个数之中的奇数项。请问这些奇数项的和是多少？
535	0.375000	geometry	37182145	What is the smallest positive integer $n$ such that the sum of the first $n$ prime numbers is a perfect square, and $n$ is a multiple of 5, and $n$ is a multiple of 7, and $n$ is a multiple of 11, and $n$ is a multiple of 13, and $n$ is a ...
536	0.555556	geometry	3	Find the smallest positive integer \( n \) such that the product of the first \( n \) terms of the sequence defined by \( a_k = k^2 + 1 \) is a perfect square.
537	0.333333	number_theory	4	What is the smallest positive integer $n$ such that the expression $\frac{n^2 - 3n + 2}{n - 1}$ is an integer and the sum of its digits is a prime number?
538	0.333333	algebra	3	Find all real numbers \( x \) such that the equation \( \log_{10}(x^2 - 3x + 2) = \log_{10}(x - 1) + \log_{10}(x - 2) \) holds. Provide the sum of all such \( x \).
539	0.777778	geometry	\frac{1}{4}	A circular dartboard has a radius of 10 inches. If a dart lands randomly within the dartboard, what is the probability that the distance from the dart to the center of the board is less than 5 inches? Express your answer as a common fracti...
540	0.428571	other	\frac{49}{3}	一个数的1/3加上它本身等于3。这个数的15%是17/15。如果一个数乘以它的3/7等于7，那么这个数是7/3。
541	0.555556	algebra	2026	Let \( P(x) = x^4 + ax^3 + bx^2 + cx + d \) be a polynomial with real coefficients. Suppose that \( P(1) = 2023 \), \( P(2) = 2024 \), and \( P(3) = 2025 \). Determine the value of \( P(4) \).
542	0.333333	number_theory	6	What is the smallest positive integer \( n \) such that the polynomial \( P(x) = x^n + x^{n-1} + \cdots + x + 1 \) is divisible by both \( x^2 + x + 1 \) and \( x^3 - 1 \)?
543	0.500000	geometry	243	In a quadrilateral \( ABCD \), the diagonals \( AC \) and \( BD \) intersect at point \( O \). Given that \( AO = 6 \), \( BO = 9 \), \( CO = 12 \), and \( DO = 18 \), find the area of quadrilateral \( ABCD \).
544	0.444444	geometry	\frac{R^2}{2r^2}	A right circular cone with base radius \(R\) and height \(H\) is inscribed in a sphere of radius \(r\). If the cone's apex is at the center of the sphere, find the ratio of the volume of the cone to the volume of the sphere in terms of \(R...
545	0.777778	number_theory	0	Find the number of ordered pairs \((a, b)\) of positive integers such that \(a\) and \(b\) satisfy the equation \(a^2 + b^2 = 2ab + 3\).
546	0.555556	geometry	525	\nA rectangular garden is surrounded by a fence. The length of the garden is 5 meters more than twice its width. If the perimeter of the garden is 100 meters, what is the area of the garden in square meters?\n
547	0.666667	number_theory	9901	A function f is defined on the set of positive integers and satisfies the following properties: 1. f(1) = 1 2. For all positive integers n, f(n + 1) = f(n) + 2n Find the value of f(100).
548	0.333333	geometry	18	Let \( f(n) \) be the function defined by \( f(n) = n^3 - 3n^2 + 3n - 1 \). Find the sum of all positive integers \( n \) such that \( f(n) \) is a perfect square.
549	0.444444	number_theory	541	A sequence of positive integers \(a_1, a_2, a_3, \ldots\) is defined recursively by \(a_1 = 2\), and for \(n \geq 2\), \(a_n\) is the smallest integer greater than \(a_{n-1}\) such that no term \(a_k\) (for \(1 \leq k < n\)) divides \(a_n\...
550	0.666667	algebra	1	Let \( a, b, \) and \( c \) be positive real numbers satisfying \( abc = 1 \). Prove that: \[ \frac{a^3}{a^2 + b^2 + c^2} + \frac{b^3}{a^2 + b^2 + c^2} + \frac{c^3}{a^2 + b^2 + c^2} \geq 1. \]
551	0.375000	geometry	\frac{38}{3}	Find the area of the region enclosed by the curves \( y = x^2 - 4 \) and \( y = 2x - x^2 \), where \( x \) ranges from -1 to 3. Evaluate the integral of the absolute value of the difference of the two functions over this interval.
552	0.444444	number_theory	2023	A sequence of positive integers \(a_1, a_2, a_3, \ldots\) is defined by \(a_1 = 1\), \(a_2 = 2\), and for \(n \geq 3\), \(a_n\) is the smallest integer greater than \(a_{n-1}\) that is not in the set \(\{a_1 + a_2 + \ldots + a_{n-1}, a_1 \...
553	0.555556	number_theory	0	How many distinct four-digit numbers can be formed using the digits 1, 2, 3, and 4 without repetition, such that the number is divisible by 3?
554	0.444444	number_theory	100	A sequence of positive integers \(a_1, a_2, a_3, \ldots\) is defined recursively as follows: - \(a_1 = 1\) - For \(n \geq 2\), \(a_n\) is the smallest positive integer that does not divide \(a_1 \cdot a_2 \cdot \ldots \cdot a_{n-1}\). Find...
555	0.444444	geometry	8	Let \(ABC\) be a triangle with circumcircle \(\omega\). Let \(D\) be a point on side \(BC\) such that \(BD = CD\). The angle bisector of \(\angle BAC\) intersects \(\omega\) again at point \(P\). The line \(DP\) intersects the circumcircle...
556	0.333333	combinatorics	4	There is a game played with $n$ stones, where the player to move must remove at least one stone and at most twice as many as the previous player removed. First player starts. What is the smallest number of stones $n$ such that the second p...
557	0.555556	geometry	5	In a triangle \( ABC \), let \( D \) be a point on side \( BC \) such that \( BD = 2DC \). Let \( E \) be the intersection point of the line \( AD \) with the circumcircle of \( ABC \). If \( \angle BAC = 60^\circ \) and \( AB = 5 \), find...
558	0.666667	number_theory	4	A sequence of numbers \(a_1, a_2, a_3, \ldots, a_{10}\) is defined such that \(a_1 = 1\), and for all \(n \geq 1\), \(a_{n+1} = a_n + \frac{1}{a_n}\). Find the integer part of \(a_{10}\).
559	0.333333	geometry	30	A square ABCD has a side length of 10 units. Point P lies inside the square such that the distances from P to sides AB and CD are 3 units and 4 units, respectively. Find the area of triangle PCD.
560	0.333333	number_theory	1, 3	** Find all positive integers \( n \) such that the equation \( x^2 + y^2 + z^2 = n \cdot xy \cdot z \) has integer solutions.
561	0.666667	other	\frac{3}{5}	在一个圆形的果盘中，有12个苹果和8个橙子。如果随机取出一个水果，它不是橙子的概率是多少？
562	0.333333	number_theory	2	If a function \(f(x)\) is defined such that \(f(x + y) = f(x) + f(y)\) for all real numbers \(x\) and \(y\), and \(f(1) = 2\), find the value of \(f(3) + f(4)\). Prove that if \(f(0) = c\) and \(f(x + y) = f(x) + f(y)\) for all real number...
563	0.333333	geometry	8	In the land of Mathville, there are two types of coins: square coins with a side length of 1 unit and circular coins with a diameter of 1 unit. Alice and Bob play a game where they take turns placing these coins on a large, flat, square su...
564	0.333333	algebra	3	Let \( f(x) = x^3 - 3x + 2 \). Determine the number of distinct real roots of the equation \( f(f(x)) = 0 \).
565	0.333333	number_theory	74	A polynomial \( P(x) \) of degree 4 with integer coefficients is given by \( P(x) = x^4 + ax^3 + bx^2 + cx + d \). It is known that \( P(1) = 10 \), \( P(2) = 20 \), \( P(3) = 30 \), and \( P(4) = 40 \). Determine the value of \( P(5) \).
566	0.777778	geometry	50\pi	A circle with radius 5 units is inscribed in a square, which is then inscribed in a larger circle. What is the area of the larger circle? Express your answer in terms of \(\pi\).
567	0.777778	number_theory	1	Find all positive integers \( n \) such that \( n^4 + 4^n \) is prime.
568	0.333333	number_theory	0	Two positive integers \(a\) and \(b\) are chosen such that their greatest common divisor is 1. Let \(c\) be the smallest positive integer that can be written as \(ac + bd\) for some integers \(c\) and \(d\). Find the number of ordered pair...
569	0.555556	algebra	x \geq -2	Find all real numbers \( x \) such that \( \sqrt{x^2 + 4x + 4} = x + 2 \).
570	0.444444	number_theory	144	What is the smallest positive integer \( n \) such that \( n \) has exactly 15 positive divisors and none of the divisors are divisible by 5?
